CPU,Min_Cores,Max_Cores,Max_Clock(MHz),Process(NM),TDP(Watts),Release,Release_Year,CPU_HPI
Athlon 64 3500+,1,1,2200,130.0,89,"Jun 1st, 2004",2004,16.923076923076923
Athlon 64 3500+,1,1,2200,130.0,89,"Jun 1st, 2004",2004,16.923076923076923
Athlon 64 3500+,1,1,2200,90.0,67,"Oct 14th, 2004",2004,24.444444444444443
Athlon 64 3500+,1,1,2200,90.0,67,"May 31st, 2005",2005,24.444444444444443
Athlon 64 3500+,1,1,2200,90.0,67,"Apr 4th, 2005",2005,24.444444444444443
Athlon 64 3500+,1,1,2200,90.0,62,"May 23rd, 2006",2006,24.444444444444443
Athlon 64 3500+,1,1,2200,90.0,62,"Feb 20th, 2007",2007,24.444444444444443
Athlon 64 3500+,1,1,2200,65.0,45,"Feb 20th, 2007",2007,33.84615384615385
Athlon 64 3400+,1,1,2200,90.0,67,"Jan 1st, 2001",2001,24.444444444444443
Athlon 64 3400+,1,1,2200,130.0,83,"Apr 14th, 2005",2005,16.923076923076923
Athlon 64 3400+,1,1,2400,130.0,89,"Jan 1st, 2001",2001,18.46153846153846
Athlon 64 3400+,1,1,2400,90.0,67,"Jan 1st, 2001",2001,26.666666666666668
Athlon 64 3200+,1,1,2200,90.0,59,"Jan 1st, 2001",2001,24.444444444444443
Athlon 64 3200+,1,1,2200,130.0,89,"Jan 1st, 2001",2001,16.923076923076923
Athlon 64 3200+,1,1,2000,130.0,89,"Sep 23rd, 2003",2003,15.384615384615385
Athlon 64 3200+,1,1,2000,90.0,67,"Oct 14th, 2004",2004,22.22222222222222
Athlon 64 3200+,1,1,2000,130.0,62,"Apr 14th, 2005",2005,15.384615384615385
Athlon 64 3200+,1,1,2000,90.0,67,"May 31st, 2005",2005,22.22222222222222
Athlon 64 3200+,1,1,2000,90.0,67,"Apr 4th, 2005",2005,22.22222222222222
Athlon 64 3200+,1,1,2000,130.0,83,"Apr 14th, 2005",2005,15.384615384615385
Athlon 64 3200+,1,1,2000,90.0,62,"May 23rd, 2006",2006,22.22222222222222
Athlon 64 3200+,1,1,2000,65.0,45,"Feb 20th, 2007",2007,30.76923076923077
Athlon 64 3100+,1,1,2000,65.0,25,"Apr 21st, 2008",2008,30.76923076923077
Athlon 64 3000+,1,1,1800,90.0,67,"Oct 14th, 2004",2004,20.0
Athlon 64 3000+,1,1,1800,130.0,62,"Apr 14th, 2005",2005,13.846153846153847
Athlon 64 3000+,1,1,1800,90.0,67,"Apr 4th, 2005",2005,20.0
Athlon 64 3000+,1,1,1800,90.0,62,"May 23rd, 2006",2006,20.0
Athlon 64 3000+,1,1,2000,90.0,51,"Jan 1st, 2001",2001,22.22222222222222
Athlon 64 3000+,1,1,2000,90.0,51,"Jan 1st, 2001",2001,22.22222222222222
Athlon 64 3000+,1,1,2000,130.0,89,"Dec 15th, 2003",2003,15.384615384615385
Athlon 64 2850e,1,1,1800,65.0,22,"Aug 1st, 2008",2008,27.692307692307693
Athlon 64 2650e,1,1,1600,65.0,15,"Jan 1st, 2009",2009,24.615384615384617
Athlon 64 2600+,1,1,1600,65.0,15,"Jan 1st, 2008",2008,24.615384615384617
Athlon 64 2000+,1,1,1000,65.0,8,"Jun 1st, 2008",2008,15.384615384615385
Athlon 64 1500+,1,1,1000,90.0,9,"Nov 7th, 2005",2005,11.11111111111111
Athlon 600,1,1,600,180.0,38,"Jun 5th, 2000",2000,3.3333333333333335
Athlon 1400,1,1,1400,180.0,72,"Jun 6th, 2001",2001,7.777777777777778
Athlon 1400,1,1,1400,180.0,72,"Jun 6th, 2001",2001,7.777777777777778
Athlon 1333,1,1,1333,180.0,70,"Mar 21st, 2001",2001,7.405555555555556
Athlon 1300,1,1,1300,180.0,68,"Mar 21st, 2001",2001,7.222222222222222
Athlon 1200,1,1,1200,180.0,66,"Oct 31st, 2000",2000,6.666666666666667
Athlon 1200,1,1,1200,180.0,66,"Oct 17th, 2000",2000,6.666666666666667
Athlon 1133,1,1,1133,180.0,63,"Oct 31st, 2000",2000,6.294444444444444
Athlon 1100,1,1,1100,180.0,60,"Aug 14th, 2000",2000,6.111111111111111
Athlon 1000,1,1,1000,180.0,54,"Jun 5th, 2000",2000,5.555555555555555
Athlon 1000,1,1,1000,180.0,54,"Oct 31st, 2000",2000,5.555555555555555
A9-9425 SoC,2,2,3700,28.0,15,"May 31st, 2016",2016,264.2857142857143
A9-9420 SoC,2,2,3600,28.0,15,"May 31st, 2016",2016,257.14285714285717
A9-9410 SoC,2,2,3500,28.0,25,"May 31st, 2016",2016,250.0
A9-9400 SoC,2,2,3200,28.0,10,"May 31st, 2016",2016,228.57142857142858
A8-9600,4,4,3400,28.0,65,"Jul 27th, 2017",2017,485.7142857142857
A8-6600K,4,4,4200,32.0,100,"Jun 1st, 2013",2013,525.0
A8-6500T,4,4,3100,32.0,45,"Sep 16th, 2013",2013,387.5
A8-6500B,4,4,4100,32.0,65,"Jun 1st, 2013",2013,512.5
A8-6500,4,4,4100,32.0,65,"Jun 1st, 2013",2013,512.5
A8-5600K,4,4,3900,32.0,100,"Oct 2nd, 2012",2012,487.5
A8-5557M,4,4,3100,32.0,35,"Jun 1st, 2013",2013,387.5
A8-5550M,4,4,3100,32.0,35,"Jun 1st, 2013",2013,387.5
A8-5545M,4,4,2700,32.0,25,"Jun 1st, 2013",2013,337.5
A8-5500B,4,4,3700,32.0,65,"Oct 2nd, 2012",2012,462.5
A8-5500,4,4,3700,32.0,65,"Oct 2nd, 2012",2012,462.5
A8-4555M,4,4,2400,32.0,19,"Sep 27th, 2012",2012,300.0
A8-4500M,4,4,2800,32.0,35,"May 15th, 2012",2012,350.0
A8-3870K,4,4,3000,32.0,100,"Dec 20th, 2011",2011,375.0
A8-3850,4,4,2900,32.0,100,"Jun 30th, 2011",2011,362.5
A8-3820,4,4,2800,32.0,65,"Dec 20th, 2011",2011,350.0
A8-3800,4,4,2700,32.0,65,"Jun 30th, 2011",2011,337.5
A8-3550MX,4,4,2700,32.0,45,"Dec 20th, 2011",2011,337.5
A8-3530MX,4,4,2600,32.0,45,"Jun 14th, 2011",2011,325.0
A8-3520M,4,4,2500,32.0,35,"Dec 20th, 2011",2011,312.5
A8-3510MX,4,4,2500,32.0,45,"Jun 14th, 2011",2011,312.5
A8-3500M,4,4,2400,32.0,35,"Jun 14th, 2011",2011,300.0
A6-9550,2,2,4000,28.0,65,"Jul 27th, 2017",2017,285.7142857142857
A6-9500E,2,2,3400,28.0,35,"Sep 5th, 2016",2016,242.85714285714286
A6-9500,2,2,3800,28.0,65,"Sep 5th, 2016",2016,271.42857142857144
A6-7470K,2,2,4000,28.0,65,"Feb 2nd, 2016",2016,285.7142857142857
A6-6400K,2,2,4100,32.0,65,"Jun 1st, 2013",2013,256.25
A6-6400B,2,2,4100,32.0,65,"Jun 1st, 2013",2013,256.25
A6-5400K,2,2,3800,32.0,65,"Oct 2nd, 2012",2012,237.5
A6-5400B,2,2,3800,32.0,65,"Oct 2nd, 2012",2012,237.5
A6-5357M,2,2,3500,32.0,35,"Jun 1st, 2013",2013,218.75
A6-5350M,2,2,3500,32.0,35,"Jun 1st, 2013",2013,218.75
A6-5345M,2,2,2800,32.0,17,"Jun 1st, 2013",2013,175.0
A6-5200,4,4,2000,28.0,25,"May 23rd, 2013",2013,285.7142857142857
A6-4455M,2,2,2600,32.0,17,"May 15th, 2012",2012,162.5
A6-4400M,2,2,3200,32.0,35,"May 15th, 2012",2012,200.0
A6-3670K,4,4,2700,32.0,100,"Dec 20th, 2011",2011,337.5
A6-3650,4,4,2600,32.0,100,"Jun 30th, 2011",2011,325.0
A6-3620,4,4,2500,32.0,65,"Dec 20th, 2011",2011,312.5
A6-3600,4,4,2400,32.0,65,"Jun 30th, 2011",2011,300.0
A6-3500,3,3,2400,32.0,65,"Aug 17th, 2011",2011,225.0
A6-3430MX,4,4,2400,32.0,45,"Dec 20th, 2011",2011,300.0
A6-3420M,4,4,2400,32.0,35,"Dec 20th, 2011",2011,300.0
A6-3410MX,4,4,2300,32.0,45,"Jun 14th, 2011",2011,287.5
A6-3400M,4,4,2300,32.0,35,"Jun 14th, 2011",2011,287.5
A6-1450,4,4,1000,28.0,8,"May 23rd, 2013",2013,142.85714285714286
A4-6320,2,2,4000,32.0,65,Dec 2013,2013,250.0
A4-6300B,2,2,3900,32.0,65,"Jun 1st, 2013",2013,243.75
A4-6300,2,2,3900,32.0,65,"Jun 1st, 2013",2013,243.75
A4-5300B,2,2,3600,32.0,65,"Oct 2nd, 2012",2012,225.0
A4-5300,2,2,3600,32.0,65,"Oct 2nd, 2012",2012,225.0
A4-5150M,2,2,3300,32.0,35,"Mar 12th, 2013",2013,206.25
A4-5145M,2,2,2600,32.0,17,"Jun 1st, 2013",2013,162.5
A4-5000,4,4,1500,28.0,15,"May 23rd, 2013",2013,214.28571428571428
A4-4355M,2,2,2400,32.0,17,"Sep 27th, 2012",2012,150.0
A4-4300M,2,2,3000,32.0,35,"May 15th, 2012",2012,187.5
A4-4000,2,2,3200,32.0,65,May 2013,2013,200.0
A4-3420,2,2,2800,32.0,65,"Dec 20th, 2011",2011,175.0
A4-3400,2,2,2700,32.0,65,"Sep 7th, 2011",2011,168.75
A4-3330MX,2,2,2600,32.0,45,"Dec 20th, 2011",2011,162.5
A4-3320M,2,2,2600,32.0,35,"Dec 20th, 2011",2011,162.5
A4-3310MX,2,2,2500,32.0,35,"Jun 14th, 2011",2011,156.25
A4-3305M,2,2,2500,32.0,35,"Jun 14th, 2011",2011,156.25
A4-3300M,2,2,2500,32.0,35,"Jun 14th, 2011",2011,156.25
A4-3300,2,2,2500,32.0,65,"Sep 7th, 2011",2011,156.25
A4-1350,4,4,1000,28.0,8,"Oct 18th, 2013",2013,142.85714285714286
A4-1250,2,2,1000,28.0,8,"May 23rd, 2013",2013,71.42857142857143
A4-1200,2,2,1000,28.0,4,"May 23rd, 2013",2013,71.42857142857143
A12-9800E,4,4,3800,28.0,35,"Jul 27th, 2017",2017,542.8571428571429
A12-9800,4,4,4200,28.0,65,"Jul 27th, 2017",2017,600.0
A110,1,1,800,90.0,3,"Jun 1st, 2007",2007,8.88888888888889
A100,1,1,600,90.0,3,"Jun 1st, 2007",2007,6.666666666666667
A10-9700E,4,4,3500,28.0,35,"Jul 27th, 2017",2017,500.0
A10-9700,4,4,3800,28.0,65,"Jul 27th, 2017",2017,542.8571428571429
A10-7890K,4,4,4300,28.0,95,"Jan 11th, 2016",2016,614.2857142857143
A10-7860K,4,4,4000,28.0,65,"Feb 2nd, 2016",2016,571.4285714285714
A10-6800K,4,4,4400,32.0,100,"Jun 1st, 2013",2013,550.0
A10-6790K,4,4,4300,32.0,100,"Oct 28th, 2013",2013,537.5
A10-6790B,4,4,4300,32.0,100,"Oct 28th, 2013",2013,537.5
A10-6700T,4,4,3500,32.0,45,"Sep 16th, 2013",2013,437.5
A10-6700,4,4,4300,32.0,65,"Jun 1st, 2013",2013,537.5
A10-5800K,4,4,4200,32.0,100,"Oct 2nd, 2012",2012,525.0
A10-5800B,4,4,4200,32.0,100,"Oct 2nd, 2012",2012,525.0
A10-5757M,4,4,3500,32.0,35,"Jun 1st, 2013",2013,437.5
A10-5750M,4,4,3500,32.0,35,"Jun 1st, 2013",2013,437.5
A10-5745M,4,4,2900,32.0,25,"Jun 1st, 2013",2013,362.5
A10-5700,4,4,4000,32.0,65,"Oct 2nd, 2012",2012,500.0
A10-4655M,4,4,2800,32.0,25,"May 15th, 2012",2012,350.0
A10-4600M,4,4,3200,32.0,35,"May 15th, 2012",2012,400.0
Core i9-13980HX,24,24,5600,10.0,55,"Jan 3rd, 2023",2023,13440.0
Core i7-13700HX,16,16,5000,10.0,55,"Jan 3rd, 2023",2023,8000.0
Ryzen 9 7940HS,8,8,5200,4.0,35,"Jan 4th, 2023",2023,10400.0
Core i9-14900HX,24,24,5800,10.0,55,"Jan 8th, 2024",2024,13920.0
